danceability,energy,tempo,loudness,valence,cluster
0.695,0.686,105.219,-8.147,0.354,3
0.764,0.672,150.021,-4.274,0.594,2
0.611,0.66,71.544,-5.883,0.583,3
0.803,0.784,90.185,-5.97,0.801,2
0.602,0.797,92.928,-5.084,0.492,3
0.716,0.485,148.141,-8.241,0.556,2
0.427,0.844,85.346,-4.597,0.716,3
0.646,0.923,153.659,-3.108,0.74,4
0.8,0.406,120.999,-8.892,0.274,1
0.657,0.668,162.995,-6.208,0.226,4
0.875,0.878,100.042,-5.358,0.381,3
0.64,0.843,95.959,-6.581,0.0739,3
0.686,0.783,99.978,-4.977,0.814,2
0.592,0.701,129.501,-4.014,0.282,3
0.746,0.538,101.018,-6.479,0.516,2
0.722,0.329,99.991,-11.617,0.166,1
0.848,0.666,96.662,-6.547,0.744,2
0.835,0.756,173.0,-3.789,0.87,2
0.652,0.715,97.981,-5.919,0.618,2
0.749,0.671,81.994,-5.151,0.756,2
0.692,0.713,137.36,-4.489,0.615,2
0.785,0.425,174.028,-6.665,0.192,4
0.496,0.785,170.02,-3.472,0.357,4
0.824,0.448,129.989,-14.694,0.565,2
0.793,0.498,119.988,-11.208,0.427,1
0.49,0.373,121.889,-9.762,0.346,1
0.512,0.598,70.189,-4.959,0.345,3
0.901,0.352,111.065,-10.038,0.199,1
0.659,0.696,86.001,-4.291,0.665,2
0.767,0.69,99.842,-5.667,0.602,2
0.907,0.64,120.995,-6.542,0.803,2
0.531,0.752,89.917,-6.161,0.103,3
0.657,0.629,93.985,-4.938,0.726,2
0.706,0.783,130.195,-5.337,0.513,2
0.462,0.773,86.157,-5.375,0.455,3
0.512,0.673,99.84,-7.359,0.11,3
0.587,0.177,75.039,-12.522,0.125,1
0.835,0.437,123.126,-5.108,0.128,1
0.812,0.534,98.017,-6.6,0.223,3
0.564,0.703,139.045,-5.459,0.477,4
0.489,0.692,96.946,-6.672,0.527,3
0.526,0.62,112.027,-7.244,0.187,3
0.746,0.338,120.053,-13.472,0.469,1
0.477,0.728,89.209,-5.71,0.69,3
0.736,0.519,139.966,-6.111,0.677,2
0.744,0.568,172.047,-8.08,0.371,4
0.8,0.474,141.989,-9.304,0.348,1
0.651,0.671,90.135,-8.183,0.161,3
0.87,0.645,94.998,-3.956,0.746,2
0.723,0.43,114.94,-9.08,0.332,1
0.797,0.75,177.87,-9.369,0.74,4
0.799,0.668,134.005,-5.244,0.153,3
0.723,0.809,98.007,-3.081,0.274,3
0.835,0.852,130.109,-4.574,0.697,2
0.869,0.649,92.296,-7.954,0.66,2
0.753,0.78,163.962,-5.835,0.534,4
0.778,0.646,140.04,-4.657,0.177,3
0.44,0.671,83.078,-10.598,0.479,3
0.829,0.362,122.912,-11.546,0.369,1
0.737,0.737,134.066,-3.72,0.5,2
0.841,0.682,94.985,-7.007,0.338,3
0.49,0.351,82.127,-12.918,0.316,1
0.695,0.876,89.954,-4.262,0.941,2
0.67,0.572,132.98,-7.312,0.259,1
0.942,0.559,133.01,-6.406,0.582,2
0.638,0.708,84.978,-5.342,0.606,3
0.569,0.761,180.122,-6.071,0.325,4
0.669,0.74,97.99,-7.549,0.573,2
0.655,0.642,83.974,-6.758,0.208,3
0.777,0.923,94.009,-3.904,0.822,2
0.782,0.406,138.012,-7.383,0.344,1
0.776,0.812,136.051,-4.772,0.71,2
0.865,0.751,98.647,-8.363,0.851,2
0.819,0.513,140.032,-9.005,0.607,2
0.742,0.393,145.059,-12.603,0.437,1
0.724,0.695,139.0,-5.226,0.235,3
0.602,0.81,156.325,-4.653,0.275,4
0.796,0.505,95.003,-9.529,0.263,1
0.878,0.452,154.035,-8.695,0.425,2
0.744,0.856,145.966,-4.115,0.76,2
0.556,0.981,101.423,-2.688,0.716,3
0.649,0.896,90.009,-2.704,0.924,2
0.743,0.59,150.021,-7.788,0.346,4
0.922,0.583,136.043,-4.982,0.494,2
0.832,0.439,145.004,-9.594,0.53,2
0.57,0.639,81.465,-4.892,0.85,2
0.619,0.404,90.008,-8.333,0.566,1
0.505,0.628,129.977,-7.744,0.0398,1
0.784,0.815,178.119,-2.703,0.559,4
0.884,0.697,101.965,-6.022,0.322,3
0.781,0.853,110.049,-3.68,0.624,2
0.759,0.756,87.059,-8.145,0.613,2
0.876,0.375,113.909,-9.341,0.325,1
0.802,0.582,150.002,-7.296,0.338,4
0.694,0.796,78.033,-3.696,0.592,3
0.71,0.695,171.141,-4.458,0.642,4
0.706,0.688,125.966,-6.357,0.313,3
0.624,0.424,76.669,-8.237,0.584,2
0.792,0.603,137.088,-7.216,0.515,2
0.725,0.64,166.029,-7.905,0.915,2
0.853,0.591,119.088,-5.583,0.433,2
0.587,0.726,151.882,-6.263,0.248,4
0.809,0.636,102.012,-5.923,0.569,2
0.578,0.666,195.13,-7.1,0.591,4
0.337,0.853,101.034,-5.611,0.427,3
0.776,0.537,153.06,-7.604,0.238,1
0.971,0.466,119.994,-5.655,0.131,1
0.668,0.623,180.062,-9.298,0.286,4
0.787,0.508,83.975,-7.786,0.457,2
0.622,0.532,76.459,-7.143,0.364,3
0.851,0.849,120.014,-3.383,0.844,2
0.466,0.833,88.785,-4.215,0.661,3
0.643,0.541,119.501,-5.801,0.165,3
0.769,0.368,123.078,-10.934,0.482,1
0.638,0.528,129.695,-6.83,0.368,1
0.863,0.669,127.962,-4.613,0.52,2
0.64,0.62,129.37,-5.931,0.609,2
0.743,0.787,126.98,-4.863,0.71,2
0.745,0.741,94.002,-7.212,0.48,3
0.792,0.673,94.98,-8.501,0.743,2
0.842,0.727,107.994,-6.241,0.721,2
0.447,0.668,82.904,-4.683,0.0695,3
0.78,0.654,140.007,-7.641,0.713,2
0.678,0.666,87.634,-6.949,0.523,3
0.708,0.666,144.004,-6.438,0.326,4
0.884,0.677,101.868,-5.603,0.584,2
0.762,0.705,122.955,-5.195,0.264,3
0.794,0.637,158.098,-6.373,0.503,4
0.586,0.717,125.007,-8.543,0.306,3
0.908,0.638,130.007,-6.663,0.388,2
0.734,0.671,94.025,-7.107,0.113,3
0.749,0.755,102.973,-5.875,0.323,3
0.604,0.436,107.978,-8.32,0.239,1
0.813,0.977,114.316,-6.078,0.842,2
0.769,0.482,120.959,-7.205,0.487,2
0.467,0.41,95.931,-12.028,0.136,1
0.875,0.44,100.519,-8.701,0.311,1
0.8,0.562,132.081,-7.366,0.147,1
0.64,0.819,166.012,-4.108,0.623,4
0.813,0.453,161.997,-6.941,0.191,1
0.75,0.771,83.064,-5.623,0.822,2
0.748,0.48,137.835,-6.37,0.296,1
0.641,0.579,145.994,-8.278,0.421,4
0.616,0.684,179.503,-6.032,0.312,4
0.778,0.707,126.684,-3.606,0.458,2
0.774,0.912,150.083,-2.787,0.821,2
0.914,0.572,123.963,-8.82,0.203,1
0.68,0.668,113.113,-4.217,0.212,3
0.769,0.55,97.01,-6.299,0.36,3
0.84,0.736,176.051,-3.757,0.415,4
0.702,0.561,144.127,-6.051,0.295,4
0.364,0.841,100.14,-4.831,0.0837,3
0.615,0.648,169.912,-3.792,0.26,4
0.611,0.508,103.612,-5.573,0.368,3
0.832,0.501,157.01,-8.885,0.151,1
0.796,0.495,114.919,-6.131,0.519,2
0.738,0.499,73.152,-7.456,0.314,3
0.877,0.534,108.171,-6.18,0.89,2
0.874,0.552,140.098,-5.997,0.231,1
0.925,0.748,92.978,-5.572,0.615,2
0.88,0.775,96.507,-5.133,0.284,3
0.748,0.767,133.929,-7.806,0.519,2
0.691,0.75,143.744,-3.934,0.345,4
0.763,0.381,130.968,-13.211,0.0976,1
0.517,0.742,81.969,-5.941,0.145,3
0.914,0.781,140.09,-5.467,0.806,2
0.735,0.521,173.977,-7.336,0.538,4
0.743,0.679,147.752,-8.295,0.618,2
0.929,0.598,96.012,-5.373,0.501,2
0.678,0.386,95.034,-8.285,0.238,1
0.558,0.766,96.281,-5.953,0.182,3
0.955,0.691,129.988,-6.351,0.744,2
0.768,0.408,129.96,-8.551,0.0905,1
0.514,0.443,91.084,-6.607,0.503,3
0.539,0.528,190.169,-8.113,0.252,4
0.64,0.989,142.024,-3.707,0.49,4
0.585,0.737,171.853,-4.121,0.0497,4
0.966,0.519,122.195,-5.682,0.119,1
0.817,0.355,76.983,-7.625,0.551,2
0.635,0.691,82.142,-4.862,0.638,2
0.784,0.43,127.087,-8.756,0.236,1
0.834,0.567,127.991,-5.16,0.204,3
0.716,0.88,166.126,-4.632,0.66,4
0.711,0.673,177.016,-6.305,0.673,4
0.435,0.837,124.913,-8.126,0.778,4
0.792,0.555,99.954,-7.038,0.084,3
0.969,0.491,126.048,-9.859,0.768,2
0.569,0.881,148.07,-5.875,0.812,4
0.561,0.785,150.159,-5.376,0.458,4
0.617,0.492,141.953,-7.588,0.208,1
0.918,0.734,97.044,-2.832,0.608,2
0.649,0.826,120.278,-4.916,0.655,2
0.369,0.635,76.508,-8.206,0.394,3
0.828,0.686,91.713,-5.689,0.617,2
0.831,0.814,156.985,-7.364,0.389,4
0.671,0.589,91.439,-7.611,0.385,3
0.646,0.503,158.027,-7.218,0.509,4
0.775,0.707,104.979,-5.339,0.78,2
0.502,0.768,168.218,-4.102,0.403,4
0.703,0.34,107.943,-14.309,0.0992,1
0.756,0.58,124.127,-4.8,0.402,2
0.669,0.54,150.18,-8.118,0.415,4
0.699,0.688,79.02,-2.426,0.537,3
0.679,0.908,85.918,-3.411,0.687,2
0.605,0.789,189.866,-4.833,0.731,4
0.877,0.558,157.027,-4.896,0.493,2
0.645,0.595,159.929,-6.876,0.461,4
0.775,0.516,78.022,-5.924,0.419,3
0.653,0.623,123.999,-5.273,0.401,3
0.729,0.545,173.992,-7.963,0.48,4
0.817,0.646,98.031,-7.871,0.666,2
0.794,0.447,139.949,-9.253,0.189,1
0.849,0.823,135.929,-4.563,0.846,2
0.847,0.661,143.979,-4.614,0.184,3
0.665,0.535,138.842,-7.056,0.37,1
0.693,0.426,144.796,-12.476,0.477,1
0.676,0.619,96.045,-6.89,0.309,3
0.83,0.594,139.954,-6.579,0.194,1
0.72,0.628,90.985,-7.192,0.591,2
0.67,0.7,69.986,-7.893,0.648,2
0.515,0.767,148.024,-6.199,0.38,4
0.291,0.974,134.724,-2.997,0.348,4
0.871,0.743,130.977,-5.442,0.576,2
0.522,0.932,129.473,-2.87,0.33,3
0.854,0.645,142.053,-8.021,0.569,2
0.776,0.678,181.872,-4.505,0.81,4
0.614,0.582,143.017,-5.703,0.153,4
0.614,0.598,105.803,-6.335,0.565,2
0.691,0.54,132.02,-8.818,0.23,1
0.811,0.734,150.06,-6.626,0.566,2
0.743,0.72,123.994,-5.175,0.431,2
0.703,0.7,169.861,-2.417,0.34,4
0.499,0.97,106.558,-2.838,0.0506,3
0.621,0.779,90.722,-4.354,0.432,3
0.901,0.529,144.941,-7.94,0.343,2
0.324,0.938,168.131,-7.332,0.543,4
0.836,0.776,130.033,-0.804,0.37,2
0.322,0.754,62.839,-6.416,0.392,3
0.563,0.86,97.867,-7.533,0.517,3
0.792,0.839,116.985,-2.887,0.354,3
0.767,0.689,154.957,-5.573,0.555,4
0.468,0.769,104.102,-7.036,0.17,3
0.869,0.712,120.0,-6.136,0.435,2
0.684,0.791,153.992,-4.435,0.529,4
0.671,0.499,84.045,-7.766,0.0854,1
0.405,0.647,131.952,-6.109,0.196,3
0.774,0.458,118.024,-6.45,0.183,1
0.68,0.549,162.876,-8.276,0.289,4
0.808,0.545,109.96,-5.728,0.822,2
0.795,0.568,139.997,-7.05,0.285,1
0.938,0.433,99.988,-8.156,0.642,2
0.497,0.706,103.0,-6.455,0.55,3
0.757,0.579,160.07,-9.174,0.537,4
0.671,0.628,135.005,-5.117,0.595,2
0.762,0.576,142.096,-4.951,0.316,4
0.404,0.969,173.878,-2.938,0.29,4
0.68,0.597,120.052,-7.198,0.3,3
0.639,0.815,159.903,-4.962,0.4,4
0.803,0.753,129.998,-3.542,0.557,2
0.743,0.881,78.987,-6.66,0.835,2
0.864,0.421,129.785,-11.233,0.57,2
0.711,0.431,85.996,-8.572,0.297,1
0.738,0.514,143.932,-11.831,0.201,1
0.655,0.496,137.945,-4.139,0.28,1
0.828,0.609,109.725,-4.402,0.707,2
0.741,0.559,101.999,-7.775,0.466,2
0.609,0.836,72.099,-3.442,0.584,3
0.788,0.601,139.926,-6.673,0.242,1
0.795,0.691,80.862,-5.193,0.573,2
0.597,0.751,103.956,-4.982,0.568,3
0.654,0.637,81.947,-6.915,0.364,3
0.796,0.53,105.031,-5.967,0.754,2
0.603,0.606,80.176,-6.634,0.463,3
0.588,0.479,150.414,-7.039,0.434,4
0.744,0.385,160.033,-8.129,0.228,1
0.552,0.731,174.516,-6.873,0.632,4
0.848,0.663,133.993,-5.606,0.333,2
0.654,0.587,100.014,-6.331,0.288,3
0.711,0.508,98.098,-7.299,0.665,2
0.746,0.647,112.015,-6.388,0.196,3
0.694,0.417,155.985,-11.603,0.24,1
0.63,0.865,181.871,-5.015,0.366,4
0.695,0.253,120.033,-15.884,0.264,1
0.843,0.546,159.104,-7.714,0.427,4
0.708,0.815,86.493,-4.044,0.657,2
0.612,0.593,130.583,-6.294,0.883,2
0.782,0.633,150.055,-4.644,0.749,2
0.776,0.513,153.934,-6.757,0.813,2
0.616,0.501,94.554,-5.722,0.506,3
0.746,0.531,77.047,-5.607,0.321,3
0.645,0.658,77.021,-6.625,0.19,3
0.873,0.473,119.997,-6.529,0.465,2
0.709,0.264,133.858,-17.696,0.341,1
0.678,0.659,173.988,-4.694,0.675,4
0.535,0.505,99.935,-8.926,0.495,1
0.793,0.312,84.97,-12.01,0.525,1
0.964,0.605,129.994,-6.223,0.646,2
0.752,0.703,149.988,-3.417,0.641,2
0.78,0.566,159.965,-8.354,0.476,4
0.668,0.628,131.88,-5.327,0.621,2
0.663,0.842,159.132,-4.152,0.346,4
0.657,0.571,167.961,-12.519,0.626,4
0.736,0.702,94.857,-8.437,0.569,2
0.803,0.789,119.999,-3.434,0.647,2
0.96,0.579,121.979,-8.214,0.776,2
0.894,0.59,147.009,-5.716,0.575,2
0.617,0.42,87.15,-5.165,0.213,1
0.671,0.939,129.023,-3.206,0.529,3
0.895,0.694,93.944,-4.384,0.632,2
0.81,0.871,87.328,-2.672,0.299,3
0.779,0.472,135.051,-7.116,0.412,2
0.879,0.617,144.399,-6.333,0.345,2
0.691,0.736,140.034,-4.993,0.0395,3
0.681,0.694,156.149,-8.123,0.659,4
0.492,0.969,95.136,-4.419,0.538,3
0.509,0.843,140.055,-3.318,0.332,4
0.631,0.805,155.864,-5.401,0.674,4
0.665,0.588,80.928,-7.953,0.157,3
0.406,0.661,180.206,-5.142,0.335,4
0.49,0.507,147.037,-6.205,0.237,4
0.529,0.967,140.127,-3.647,0.596,4
0.66,0.609,84.529,-6.616,0.36,3
0.629,0.578,79.94,-4.704,0.211,3
0.776,0.662,152.927,-7.016,0.324,4
0.821,0.833,110.039,-4.948,0.933,2
0.766,0.692,120.011,-5.312,0.446,2
0.571,0.646,132.105,-6.286,0.0725,3
0.753,0.905,127.069,-3.311,0.585,2
0.704,0.873,154.914,-4.057,0.742,4
0.529,0.894,108.024,-3.599,0.543,3
0.439,0.447,121.48,-8.318,0.11,1
0.946,0.772,116.972,-7.537,0.743,2
0.883,0.823,104.955,-4.53,0.35,3
0.483,0.777,153.054,-5.049,0.572,4
0.451,0.632,132.89,-7.98,0.234,3
0.789,0.621,118.891,-7.685,0.158,3
0.556,0.589,96.026,-5.722,0.564,3
0.548,0.63,75.972,-6.1,0.338,3
0.578,0.714,75.064,-4.853,0.524,3
0.666,0.775,144.998,-5.458,0.59,4
0.507,0.464,147.984,-8.531,0.277,1
0.799,0.616,114.014,-8.809,0.667,2
0.701,0.585,119.634,-7.613,0.422,3
0.694,0.732,109.983,-6.816,0.304,3
0.835,0.641,95.98,-6.37,0.412,2
0.691,0.685,140.014,-4.924,0.401,4
0.364,0.922,79.342,-4.217,0.227,3
0.737,0.707,98.121,-11.113,0.561,2
0.583,0.408,74.738,-9.125,0.612,1
0.702,0.785,132.857,-6.842,0.647,2
0.758,0.616,165.906,-3.471,0.494,4
0.624,0.723,84.789,-6.782,0.757,2
0.956,0.544,104.011,-6.41,0.127,3
0.734,0.616,151.168,-9.296,0.421,4
0.821,0.485,143.026,-12.369,0.41,1
0.741,0.842,131.994,-4.693,0.448,2
0.725,0.68,119.939,-5.465,0.76,2
0.324,0.735,113.923,-4.054,0.169,3
0.962,0.64,106.995,-5.987,0.533,2
0.884,0.547,139.977,-9.124,0.486,2
0.835,0.681,113.989,-4.357,0.687,2
0.81,0.754,148.091,-6.138,0.68,2
0.838,0.637,116.077,-4.708,0.352,2
0.735,0.715,83.028,-3.777,0.598,2
0.672,0.785,90.574,-4.214,0.219,3
0.714,0.559,95.979,-6.543,0.411,3
0.709,0.6,142.02,-7.079,0.345,4
0.505,0.68,168.021,-4.99,0.539,4
0.88,0.61,135.993,-5.257,0.383,2
0.712,0.647,113.116,-4.277,0.292,3
0.724,0.548,98.017,-8.062,0.392,3
0.802,0.77,85.286,-2.998,0.778,2
0.721,0.621,159.967,-4.378,0.568,4
0.739,0.553,97.219,-6.013,0.062,3
0.964,0.502,127.993,-7.604,0.551,2
0.814,0.635,87.581,-6.609,0.784,2
0.843,0.7,95.05,-3.249,0.675,2
0.752,0.775,122.014,-7.289,0.595,2
0.587,0.631,80.108,-6.811,0.733,2
0.669,0.599,152.05,-8.347,0.762,2
0.9,0.365,135.003,-6.395,0.136,1
0.685,0.605,154.093,-6.481,0.493,4
0.721,0.738,135.988,-5.682,0.375,3
0.509,0.774,116.529,-4.054,0.0824,3
0.398,0.939,92.027,-2.865,0.235,3
0.663,0.693,66.002,-4.505,0.71,2
0.532,0.608,82.862,-8.227,0.502,3
0.663,0.861,119.963,-3.398,0.654,2
0.709,0.751,104.999,-3.801,0.37,3
0.623,0.651,82.078,-6.988,0.296,3
0.866,0.686,82.499,-7.52,0.504,2
0.572,0.822,94.812,-6.015,0.472,3
0.835,0.756,153.988,-5.441,0.809,2
0.677,0.52,203.862,-6.255,0.768,4
0.678,0.474,128.942,-10.059,0.178,1
0.758,0.62,156.017,-7.079,0.404,4
0.664,0.601,118.005,-10.829,0.457,1
0.649,0.822,140.026,-5.8,0.201,4
0.549,0.861,189.711,-5.737,0.354,4
0.511,0.937,163.141,-5.116,0.484,4
0.953,0.554,101.011,-5.12,0.457,2
0.639,0.332,83.306,-11.482,0.866,2
0.78,0.882,168.955,-4.368,0.926,2
0.709,0.77,138.939,-4.216,0.463,4
0.777,0.579,88.015,-6.693,0.748,2
0.782,0.835,80.014,-4.278,0.527,2
0.795,0.596,101.985,-3.799,0.357,3
0.451,0.815,147.974,-5.55,0.618,4
0.716,0.597,140.03,-7.774,0.306,1
0.802,0.498,103.992,-10.844,0.364,1
0.759,0.646,145.005,-7.815,0.242,4
0.791,0.839,170.113,-4.284,0.383,4
0.712,0.649,127.028,-4.753,0.616,2
0.5,0.593,68.456,-4.34,0.329,3
0.459,0.606,81.44,-6.851,0.55,3
0.887,0.737,104.924,-6.489,0.685,2
0.8,0.491,135.008,-8.293,0.425,2
0.681,0.833,184.975,-4.334,0.889,4
0.687,0.785,186.244,-4.953,0.785,4
0.826,0.566,99.13,-10.747,0.653,2
0.549,0.725,108.822,-7.239,0.547,3
0.296,0.781,77.27,-7.148,0.367,3
0.334,0.81,151.643,-4.855,0.306,4
0.766,0.64,100.044,-8.899,0.67,2
0.534,0.783,69.716,-4.013,0.334,3
0.652,0.407,111.65,-11.028,0.169,1
0.738,0.519,96.061,-5.403,0.61,2
0.84,0.621,141.032,-5.928,0.332,2
0.859,0.494,77.456,-8.505,0.137,1
0.925,0.354,100.026,-8.163,0.405,2
0.875,0.673,130.0,-4.184,0.231,3
0.542,0.721,149.831,-5.136,0.623,4
0.713,0.244,119.993,-15.639,0.199,1
0.769,0.558,179.993,-6.526,0.771,4
0.774,0.537,153.878,-6.899,0.549,2
0.696,0.583,137.079,-9.351,0.524,2
0.813,0.703,94.828,-5.077,0.241,3
0.702,0.891,78.876,-3.28,0.517,3
0.558,0.535,169.912,-10.37,0.463,4
0.697,0.593,140.017,-5.927,0.243,4
0.741,0.345,120.015,-11.31,0.277,1
0.69,0.502,86.185,-7.077,0.329,3
0.722,0.667,180.627,-5.737,0.915,4
0.743,0.784,136.996,-4.713,0.928,2
0.668,0.886,142.002,-3.474,0.503,4
0.571,0.531,108.075,-6.137,0.439,3
0.779,0.455,140.181,-15.025,0.197,1
0.682,0.662,159.926,-5.782,0.171,4
0.917,0.689,102.414,-6.225,0.443,2
0.814,0.387,93.961,-9.867,0.792,2
0.599,0.932,96.234,-3.328,0.692,3
0.8,0.505,114.972,-6.54,0.179,1
0.739,0.405,157.09,-10.897,0.127,1
0.879,0.595,125.994,-2.936,0.355,2
0.796,0.722,112.045,-5.978,0.212,3
0.746,0.798,109.968,-8.382,0.553,2
0.429,0.966,179.956,-4.605,0.525,4
0.706,0.557,132.98,-5.8,0.205,1
0.472,0.86,144.073,-3.967,0.366,4
0.733,0.777,88.494,-2.83,0.724,2
0.544,0.566,107.905,-8.661,0.723,2
0.747,0.782,113.99,-4.326,0.501,2
0.686,0.888,142.015,-3.348,0.108,3
0.903,0.432,139.028,-11.885,0.555,2
0.714,0.343,72.348,-7.641,0.372,1
0.645,0.792,90.565,-7.34,0.666,2
0.685,0.723,75.995,-4.791,0.385,3
0.823,0.438,92.047,-8.728,0.59,2
0.792,0.701,103.888,-7.198,0.251,3
0.549,0.791,150.094,-3.535,0.293,4
0.698,0.731,157.035,-3.46,0.312,4
0.772,0.605,128.162,-4.223,0.425,2
0.667,0.873,81.052,-5.605,0.799,2
0.81,0.748,130.983,-6.464,0.669,2
0.617,0.686,79.252,-9.858,0.544,3
0.344,0.537,82.878,-8.215,0.453,3
0.795,0.668,92.029,-7.288,0.372,3
0.648,0.581,153.947,-6.958,0.235,4
0.621,0.777,138.007,-4.75,0.526,4
0.77,0.703,94.959,-6.032,0.873,2
0.678,0.562,94.241,-9.197,0.566,2
0.46,0.796,100.011,-4.501,0.182,3
0.809,0.504,120.065,-3.201,0.525,2
0.799,0.63,103.647,-9.279,0.772,2
0.859,0.792,103.201,-4.007,0.766,2
0.705,0.584,71.666,-6.397,0.35,3
0.858,0.678,117.009,-3.87,0.922,2
0.665,0.771,109.945,-5.779,0.764,2
0.459,0.63,91.731,-5.415,0.608,3
0.8,0.688,123.929,-5.987,0.623,2
0.792,0.563,133.996,-4.838,0.288,3
0.643,0.904,103.028,-3.694,0.481,3
0.653,0.546,149.975,-8.818,0.462,4
0.626,0.741,87.981,-6.874,0.208,3
0.717,0.608,139.783,-7.826,0.827,2
0.585,0.691,125.978,-6.015,0.349,3
0.648,0.85,170.061,-4.248,0.567,4
0.501,0.403,132.608,-9.607,0.27,1
0.955,0.507,127.983,-10.34,0.314,2
0.897,0.529,104.045,-8.302,0.333,2
0.877,0.562,99.977,-7.096,0.376,2
0.789,0.755,130.025,-7.245,0.31,3
0.878,0.654,131.983,-7.262,0.43,2
0.771,0.685,88.997,-4.639,0.683,2
0.539,0.886,109.016,-4.332,0.562,3
0.916,0.362,104.979,-8.331,0.416,2
0.822,0.437,142.619,-7.815,0.314,1
0.521,0.762,164.289,-6.75,0.264,4
0.715,0.97,79.504,-2.206,0.963,2
0.682,0.927,101.019,-2.915,0.744,2
0.722,0.59,148.132,-7.398,0.217,4
0.707,0.53,189.008,-9.471,0.471,4
0.828,0.487,85.027,-6.142,0.761,2
0.886,0.559,109.985,-7.206,0.555,2
0.426,0.894,108.725,-6.699,0.63,3
0.604,0.933,110.029,-3.034,0.28,3
0.708,0.612,139.913,-6.379,0.263,4
0.9,0.619,94.121,-6.518,0.864,2
0.717,0.753,169.857,-4.609,0.631,4
0.746,0.644,146.178,-2.605,0.542,2
0.496,0.487,138.187,-7.003,0.321,1
0.855,0.654,144.003,-6.055,0.241,4
0.547,0.759,91.85,-7.039,0.575,3
0.552,0.935,74.954,-4.096,0.38,3
0.764,0.678,160.002,-5.339,0.545,4
0.771,0.718,130.088,-6.854,0.232,3
0.58,0.702,105.076,-5.565,0.299,3
0.75,0.548,160.084,-6.288,0.377,4
0.902,0.497,120.016,-9.236,0.463,2
0.835,0.436,133.942,-9.602,0.234,1
0.886,0.303,127.981,-11.199,0.322,1
0.647,0.484,85.366,-10.316,0.154,1
0.576,0.989,135.093,-1.909,0.352,4
0.647,0.964,126.942,-4.225,0.875,2
0.558,0.733,162.214,-4.194,0.301,4
0.725,0.552,111.996,-7.369,0.582,2
0.84,0.444,131.999,-10.58,0.376,1
0.761,0.892,127.04,-5.354,0.935,2
0.528,0.759,183.276,-6.476,0.801,4
0.596,0.557,133.247,-7.522,0.661,2
0.667,0.523,143.934,-9.477,0.409,1
0.598,0.496,128.06,-9.309,0.725,2
0.657,0.703,122.381,-3.402,0.338,3
0.354,0.942,119.992,-3.245,0.242,3
0.837,0.562,100.17,-6.038,0.149,3
0.788,0.765,144.046,-3.93,0.667,2
0.776,0.675,131.984,-6.224,0.271,3
0.514,0.613,111.913,-6.506,0.439,3
0.615,0.711,144.036,-5.507,0.711,4
0.811,0.65,146.028,-4.41,0.179,4
0.543,0.572,89.386,-8.974,0.569,3
0.653,0.711,160.048,-6.454,0.769,4
0.951,0.401,129.976,-8.92,0.539,2
0.535,0.73,74.89,-5.574,0.723,3
0.754,0.615,140.04,-5.346,0.345,4
0.747,0.877,107.991,-3.782,0.752,2
0.855,0.638,122.967,-4.968,0.412,2
0.816,0.5,124.037,-4.551,0.649,2
0.775,0.417,109.956,-8.895,0.608,2
0.727,0.431,150.005,-12.007,0.223,1
0.807,0.571,139.996,-6.937,0.0993,1
0.745,0.744,162.965,-5.56,0.451,4
0.907,0.625,99.918,-5.557,0.605,2
0.857,0.639,105.504,-8.622,0.477,2
0.902,0.673,132.066,-7.481,0.615,2
0.597,0.418,129.948,-10.03,0.313,1
0.712,0.679,89.878,-4.988,0.262,3
0.493,0.826,112.865,-3.106,0.75,2
0.805,0.754,90.214,-6.679,0.844,2
0.818,0.331,85.064,-10.617,0.326,1
0.656,0.564,150.014,-8.925,0.25,4
0.927,0.198,113.952,-13.635,0.764,2
0.754,0.785,94.123,-8.178,0.821,2
0.713,0.496,162.039,-10.045,0.6,4
0.704,0.558,163.964,-6.042,0.414,4
0.78,0.729,123.009,-9.138,0.844,2
0.52,0.807,178.012,-6.281,0.628,4
0.554,0.899,171.966,-4.573,0.552,4
0.514,0.291,81.733,-12.078,0.265,1
0.743,0.229,88.057,-13.864,0.631,1
0.412,0.919,166.367,-7.291,0.572,4
0.759,0.342,99.995,-9.044,0.22,1
0.813,0.563,83.009,-7.083,0.761,2
0.912,0.716,94.981,-4.141,0.377,2
0.481,0.483,79.012,-8.174,0.453,3
0.933,0.666,128.466,-11.277,0.635,2
0.847,0.55,88.017,-9.285,0.529,2
0.664,0.81,164.052,-4.295,0.162,4
0.911,0.597,142.036,-6.517,0.315,2
0.772,0.504,140.035,-8.219,0.244,1
0.817,0.552,102.011,-10.8,0.808,2
0.747,0.716,125.008,-2.457,0.751,2
0.623,0.598,96.081,-5.914,0.822,2
0.782,0.589,90.438,-4.827,0.869,2
0.507,0.606,180.607,-8.758,0.202,4
0.423,0.536,71.313,-3.8,0.0895,3
0.604,0.577,120.033,-7.647,0.315,3
0.669,0.809,97.885,-7.146,0.572,2
0.833,0.549,175.954,-7.215,0.328,4
0.703,0.701,139.944,-4.764,0.556,2
0.711,0.678,94.04,-6.398,0.615,2
0.801,0.815,90.017,-4.81,0.37,3
0.656,0.804,125.882,-5.191,0.314,3
0.722,0.868,87.011,-5.34,0.671,2
0.558,0.959,104.733,-3.193,0.522,3
0.852,0.828,93.097,-5.563,0.847,2
0.914,0.507,123.956,-10.784,0.199,1
